Entity,Code,Date,Total confirmed cases of COVID-19
Albania,ALB,2020-04-14,475
Albania,ALB,2020-04-15,494
Albania,ALB,2020-04-16,518
Albania,ALB,2020-04-17,539
Albania,ALB,2020-04-18,548
Albania,ALB,2020-04-19,562
Albania,ALB,2020-04-20,584
Albania,ALB,2020-04-21,609
Albania,ALB,2020-04-22,634
Albania,ALB,2020-04-23,663
Albania,ALB,2020-04-24,678
Albania,ALB,2020-04-25,712
Albania,ALB,2020-04-26,726
Albania,ALB,2020-04-27,736
Albania,ALB,2020-04-28,750
Albania,ALB,2020-04-29,766
Albania,ALB,2020-04-30,773
Albania,ALB,2020-05-01,782
Albania,ALB,2020-05-02,789
Albania,ALB,2020-05-03,795
Albania,ALB,2020-05-04,803
Albania,ALB,2020-05-05,820
Albania,ALB,2020-05-06,832
Albania,ALB,2020-05-07,842
Albania,ALB,2020-05-08,850
Albania,ALB,2020-05-09,856
Albania,ALB,2020-05-10,868
Albania,ALB,2020-05-11,872
Albania,ALB,2020-05-12,876
Albania,ALB,2020-05-13,880
Albania,ALB,2020-05-14,898
Albania,ALB,2020-05-15,916
Albania,ALB,2020-05-16,933
Albania,ALB,2020-05-17,946
Albania,ALB,2020-05-18,948
Albania,ALB,2020-05-19,949
Albania,ALB,2020-05-20,964
Albania,ALB,2020-05-21,969
Albania,ALB,2020-05-22,981
Albania,ALB,2020-05-23,989
Albania,ALB,2020-05-24,998
Albania,ALB,2020-05-25,1004
Albania,ALB,2020-05-26,1029
Albania,ALB,2020-05-27,1050
Albania,ALB,2020-05-28,1076
Albania,ALB,2020-05-29,1099
Albania,ALB,2020-05-30,1122
Albania,ALB,2020-05-31,1137
Albania,ALB,2020-06-01,1143
Albania,ALB,2020-06-02,1164
Albania,ALB,2020-06-03,1184
Albania,ALB,2020-06-04,1197
Albania,ALB,2020-06-05,1212
Albania,ALB,2020-06-06,1232
Albania,ALB,2020-06-07,1246
Albania,ALB,2020-06-08,1263
Albania,ALB,2020-06-09,1299
Albania,ALB,2020-06-10,1341
Albania,ALB,2020-06-11,1385
Albania,ALB,2020-06-12,1416
Albania,ALB,2020-06-13,1464
Albania,ALB,2020-06-14,1521
Albania,ALB,2020-06-15,1590
Albania,ALB,2020-06-16,1672
Albania,ALB,2020-06-17,1722
Albania,ALB,2020-06-18,1788
Albania,ALB,2020-06-19,1838
Albania,ALB,2020-06-20,1891
Albania,ALB,2020-06-21,1962
Albania,ALB,2020-06-22,1995
Albania,ALB,2020-06-23,2047
Albania,ALB,2020-06-24,2114
Albania,ALB,2020-06-25,2192
Albania,ALB,2020-06-26,2269
Albania,ALB,2020-06-27,2330
Albania,ALB,2020-06-28,2402
Albania,ALB,2020-06-29,2466
Albania,ALB,2020-06-30,2535
Albania,ALB,2020-07-01,2580
Albania,ALB,2020-07-02,2662
Albania,ALB,2020-07-03,2752
Albania,ALB,2020-07-04,2819
Albania,ALB,2020-07-05,2893
Albania,ALB,2020-07-06,2964
Albania,ALB,2020-07-07,3038
Albania,ALB,2020-07-08,3106
Albania,ALB,2020-07-09,3188
Albania,ALB,2020-07-10,3278
Albania,ALB,2020-07-11,3371
Albania,ALB,2020-07-12,3454
Albania,ALB,2020-07-13,3571
Albania,ALB,2020-07-14,3667
Albania,ALB,2020-07-15,3752
Albania,ALB,2020-07-16,3851
Albania,ALB,2020-07-17,3906
Albania,ALB,2020-07-18,4008
Albania,ALB,2020-07-19,4090
Albania,ALB,2020-07-20,4171
Albania,ALB,2020-07-21,4290
Albania,ALB,2020-07-22,4358
Albania,ALB,2020-07-23,4466
Albania,ALB,2020-07-24,4570
Albania,ALB,2020-07-25,4637
Albania,ALB,2020-07-26,4763
Albania,ALB,2020-07-27,4880
Albania,ALB,2020-07-28,4997
Albania,ALB,2020-07-29,5105
Albania,ALB,2020-07-30,5197
Albania,ALB,2020-07-31,5276
Albania,ALB,2020-08-01,5396
Albania,ALB,2020-08-02,5519
Albania,ALB,2020-08-03,5620
Albania,ALB,2020-08-04,5750
Albania,ALB,2020-08-05,5889
Albania,ALB,2020-08-06,6016
Albania,ALB,2020-08-07,6151
Albania,ALB,2020-08-08,6275
Albania,ALB,2020-08-09,6411
Albania,ALB,2020-08-10,6536
Albania,ALB,2020-08-11,6676
Albania,ALB,2020-08-12,6817
Albania,ALB,2020-08-13,6971
Albania,ALB,2020-08-14,7117
Albania,ALB,2020-08-15,7260
Albania,ALB,2020-08-16,7380
Albania,ALB,2020-08-17,7499
Albania,ALB,2020-08-18,7654
Albania,ALB,2020-08-19,7812
Albania,ALB,2020-08-20,7967
Albania,ALB,2020-08-21,8119
Albania,ALB,2020-08-22,8275
Albania,ALB,2020-08-23,8427
Albania,ALB,2020-08-24,8605
Albania,ALB,2020-08-25,8759
Albania,ALB,2020-08-26,8927
Albania,ALB,2020-08-27,9083
Albania,ALB,2020-08-28,9195
Albania,ALB,2020-08-29,9279
Albania,ALB,2020-08-30,9380
Albania,ALB,2020-08-31,9513
Albania,ALB,2020-09-01,9606
Albania,ALB,2020-09-02,9728
Albania,ALB,2020-09-03,9844
Albania,ALB,2020-09-04,9967
Albania,ALB,2020-09-05,10102
Albania,ALB,2020-09-06,10255
Albania,ALB,2020-09-07,10406
Albania,ALB,2020-09-08,10553
Albania,ALB,2020-09-09,10704
Albania,ALB,2020-09-10,10860
Albania,ALB,2020-09-11,11021
Albania,ALB,2020-09-12,11185
Albania,ALB,2020-09-13,11353
Albania,ALB,2020-09-14,11520
Albania,ALB,2020-09-15,11672
Albania,ALB,2020-09-16,11816
Albania,ALB,2020-09-17,11948
Albania,ALB,2020-09-18,12073
Albania,ALB,2020-09-19,12226
Albania,ALB,2020-09-20,12385
Albania,ALB,2020-09-21,12535
Albania,ALB,2020-09-22,12666
Albania,ALB,2020-09-23,12787
Albania,ALB,2020-09-24,12921
Albania,ALB,2020-09-25,13045
Albania,ALB,2020-09-26,13153
Albania,ALB,2020-09-27,13259
Albania,ALB,2020-09-28,13391
Albania,ALB,2020-09-29,13518
Albania,ALB,2020-09-30,13649
Albania,ALB,2020-10-01,13806
Albania,ALB,2020-10-02,13965
Albania,ALB,2020-10-03,14117
Albania,ALB,2020-10-04,14266
Albania,ALB,2020-10-05,14410
Albania,ALB,2020-10-06,14568
Albania,ALB,2020-10-07,14730
Albania,ALB,2020-10-08,14899
Albania,ALB,2020-10-09,15066
Albania,ALB,2020-10-10,15231
Albania,ALB,2020-10-11,15399
Albania,ALB,2020-10-12,15570
Albania,ALB,2020-10-13,15752
Albania,ALB,2020-10-14,15955
Albania,ALB,2020-10-15,16212
Albania,ALB,2020-10-16,16501
Albania,ALB,2020-10-17,16774
Albania,ALB,2020-10-18,17055
Albania,ALB,2020-10-19,17350
Albania,ALB,2020-10-20,17651
Albania,ALB,2020-10-21,17948
Albania,ALB,2020-10-22,18250
Albania,ALB,2020-10-23,18556
Albania,ALB,2020-10-24,18858
Albania,ALB,2020-10-25,19157
Albania,ALB,2020-10-26,19445
Albania,ALB,2020-10-27,19729
Albania,ALB,2020-10-28,20040
Albania,ALB,2020-10-29,20315
Albania,ALB,2020-10-30,20634
Albania,ALB,2020-10-31,20875
Albania,ALB,2020-11-01,21202
Albania,ALB,2020-11-02,21523
Albania,ALB,2020-11-03,21904
Albania,ALB,2020-11-04,22300
Albania,ALB,2020-11-05,22721
Albania,ALB,2020-11-06,23210
Albania,ALB,2020-11-07,23705
Albania,ALB,2020-11-08,24206
Albania,ALB,2020-11-09,24731
Albania,ALB,2020-11-10,25294
Albania,ALB,2020-11-11,25801
Albania,ALB,2020-11-12,26211
Albania,ALB,2020-11-13,26701
Albania,ALB,2020-11-14,27233
Albania,ALB,2020-11-15,27830
Albania,ALB,2020-11-16,28432
Albania,ALB,2020-11-17,29126
Albania,ALB,2020-11-18,29837
Albania,ALB,2020-11-19,30623
Albania,ALB,2020-11-20,31459
Albania,ALB,2020-11-21,32196
Albania,ALB,2020-11-22,32761
Albania,ALB,2020-11-23,33556
Albania,ALB,2020-11-24,34300
Albania,ALB,2020-11-25,34944
Albania,ALB,2020-11-26,35600
Albania,ALB,2020-11-27,36245
Albania,ALB,2020-11-28,36790
Albania,ALB,2020-11-29,37625
Albania,ALB,2020-11-30,38182
Albania,ALB,2020-12-01,39014
Albania,ALB,2020-12-02,39719
Albania,ALB,2020-12-03,40501
Albania,ALB,2020-12-04,41302
Albania,ALB,2020-12-05,42148
Albania,ALB,2020-12-06,42988
Albania,ALB,2020-12-07,43683
Albania,ALB,2020-12-08,44436
Albania,ALB,2020-12-09,45188
Albania,ALB,2020-12-10,46061
Albania,ALB,2020-12-11,46863
Albania,ALB,2020-12-12,47742
Albania,ALB,2020-12-13,48530
Albania,ALB,2020-12-14,49191
Albania,ALB,2020-12-15,50000
Albania,ALB,2020-12-16,50637
Albania,ALB,2020-12-17,51424
Albania,ALB,2020-12-18,52004
Albania,ALB,2020-12-19,52542
Albania,ALB,2020-12-20,53003
Albania,ALB,2020-12-21,53425
Albania,ALB,2020-12-22,53814
Albania,ALB,2020-12-23,54317
Albania,ALB,2020-12-24,54827
Albania,ALB,2020-12-25,55380
Albania,ALB,2020-12-26,55755
Albania,ALB,2020-12-27,56254
Albania,ALB,2020-12-28,56572
Albania,ALB,2020-12-29,57146
Albania,ALB,2020-12-30,57727
Albania,ALB,2020-12-31,58316
Albania,ALB,2021-01-01,58316
Albania,ALB,2021-01-02,58991
Albania,ALB,2021-01-03,59438
Albania,ALB,2021-01-04,59623
Albania,ALB,2021-01-05,60283
Albania,ALB,2021-01-06,61008
Albania,ALB,2021-01-07,61705
Albania,ALB,2021-01-08,62378
Albania,ALB,2021-01-09,63033
Albania,ALB,2021-01-10,63595
Albania,ALB,2021-01-11,63971
Albania,ALB,2021-01-12,64627
Albania,ALB,2021-01-13,65334
Albania,ALB,2021-01-14,65994
Albania,ALB,2021-01-15,66635
Albania,ALB,2021-01-16,67216
Albania,ALB,2021-01-17,67690
Albania,ALB,2021-01-18,67982
Albania,ALB,2021-01-19,68568
Albania,ALB,2021-01-20,69238
Albania,ALB,2021-01-21,69916
Albania,ALB,2021-01-22,70655
Albania,ALB,2021-01-23,71441
Albania,ALB,2021-01-24,72274
Albania,ALB,2021-01-25,72812
Albania,ALB,2021-01-26,73691
Albania,ALB,2021-01-27,74567
Albania,ALB,2021-01-28,75454
Albania,ALB,2021-01-29,76350
Albania,ALB,2021-01-30,77251
Albania,ALB,2021-01-31,78127
Albania,ALB,2021-02-01,78992
Albania,ALB,2021-02-02,79934
Albania,ALB,2021-02-03,80941
Albania,ALB,2021-02-04,81993
Albania,ALB,2021-02-05,83082
Albania,ALB,2021-02-06,84212
Albania,ALB,2021-02-07,85336
Albania,ALB,2021-02-08,86289
Albania,ALB,2021-02-09,87528
Albania,ALB,2021-02-10,88671
Albania,ALB,2021-02-11,89776
Albania,ALB,2021-02-12,90835
Albania,ALB,2021-02-13,91987
Albania,ALB,2021-02-14,93075
Albania,ALB,2021-02-15,93850
Albania,ALB,2021-02-16,94651
Albania,ALB,2021-02-17,95726
Albania,ALB,2021-02-18,96838
Albania,ALB,2021-02-19,97909
Albania,ALB,2021-02-20,99062
Algeria,DZA,2020-02-25,1
Algeria,DZA,2020-02-26,1
Algeria,DZA,2020-02-27,1
Algeria,DZA,2020-02-28,1
Algeria,DZA,2020-02-29,1
Algeria,DZA,2020-03-01,1
Algeria,DZA,2020-03-02,3
Algeria,DZA,2020-03-03,5
Algeria,DZA,2020-03-04,12
Algeria,DZA,2020-03-05,12
Algeria,DZA,2020-03-06,17
Algeria,DZA,2020-03-07,17
Algeria,DZA,2020-03-08,19
Algeria,DZA,2020-03-09,20
Algeria,DZA,2020-03-10,20
Algeria,DZA,2020-03-11,20
Algeria,DZA,2020-03-12,24
Algeria,DZA,2020-03-13,26
Algeria,DZA,2020-03-14,37
Algeria,DZA,2020-03-15,48
Algeria,DZA,2020-03-16,54
Algeria,DZA,2020-03-17,60
Algeria,DZA,2020-03-18,74
Algeria,DZA,2020-03-19,87
Algeria,DZA,2020-03-20,90
Algeria,DZA,2020-03-21,139
Algeria,DZA,2020-03-22,201
Algeria,DZA,2020-03-23,230
Algeria,DZA,2020-03-24,264
Algeria,DZA,2020-03-25,302
Algeria,DZA,2020-03-26,367
Algeria,DZA,2020-03-27,409
Algeria,DZA,2020-03-28,454
Algeria,DZA,2020-03-29,511
Algeria,DZA,2020-03-30,584
Algeria,DZA,2020-03-31,716
Algeria,DZA,2020-04-01,847
Algeria,DZA,2020-04-02,986
Algeria,DZA,2020-04-03,1171
Algeria,DZA,2020-04-04,1251
Algeria,DZA,2020-04-05,1320
Algeria,DZA,2020-04-06,1423
Algeria,DZA,2020-04-07,1468
Algeria,DZA,2020-04-08,1572
Algeria,DZA,2020-04-09,1666
Algeria,DZA,2020-04-10,1761
Algeria,DZA,2020-04-11,1825
Algeria,DZA,2020-04-12,1914
Algeria,DZA,2020-04-13,1983
Algeria,DZA,2020-04-14,2070
Algeria,DZA,2020-04-15,2160
Algeria,DZA,2020-04-16,2268
Algeria,DZA,2020-04-17,2418
Algeria,DZA,2020-04-18,2534
Algeria,DZA,2020-04-19,2629
Algeria,DZA,2020-04-20,2718
Algeria,DZA,2020-04-21,2811
Algeria,DZA,2020-04-22,2910
Algeria,DZA,2020-04-23,3007
Algeria,DZA,2020-04-24,3127
Algeria,DZA,2020-04-25,3256
Algeria,DZA,2020-04-26,3382
Algeria,DZA,2020-04-27,3517
Algeria,DZA,2020-04-28,3649
Algeria,DZA,2020-04-29,3848
Algeria,DZA,2020-04-30,4006
Algeria,DZA,2020-05-01,4154
Algeria,DZA,2020-05-02,4295
Algeria,DZA,2020-05-03,4474
Algeria,DZA,2020-05-04,4648
Algeria,DZA,2020-05-05,4838
Algeria,DZA,2020-05-06,4997
Algeria,DZA,2020-05-07,5182
Algeria,DZA,2020-05-08,5369
Algeria,DZA,2020-05-09,5558
Algeria,DZA,2020-05-10,5723
Algeria,DZA,2020-05-11,5891
Algeria,DZA,2020-05-12,6067
Algeria,DZA,2020-05-13,6253
Algeria,DZA,2020-05-14,6442
Algeria,DZA,2020-05-15,6629
Algeria,DZA,2020-05-16,6821
Algeria,DZA,2020-05-17,7019
Algeria,DZA,2020-05-18,7201
Algeria,DZA,2020-05-19,7377
Algeria,DZA,2020-05-20,7542
Algeria,DZA,2020-05-21,7728
Algeria,DZA,2020-05-22,7918
Algeria,DZA,2020-05-23,8113
Algeria,DZA,2020-05-24,8306
Algeria,DZA,2020-05-25,8503
Algeria,DZA,2020-05-26,8697
Algeria,DZA,2020-05-27,8857
Algeria,DZA,2020-05-28,8997
Algeria,DZA,2020-05-29,9134
Algeria,DZA,2020-05-30,9267
Algeria,DZA,2020-05-31,9394
Algeria,DZA,2020-06-01,9513
Algeria,DZA,2020-06-02,9626
Algeria,DZA,2020-06-03,9733
Algeria,DZA,2020-06-04,9831
Algeria,DZA,2020-06-05,9935
Algeria,DZA,2020-06-06,10050
Algeria,DZA,2020-06-07,10154
Algeria,DZA,2020-06-08,10265
Algeria,DZA,2020-06-09,10382
Algeria,DZA,2020-06-10,10484
Algeria,DZA,2020-06-11,10589
Algeria,DZA,2020-06-12,10698
Algeria,DZA,2020-06-13,10810
Algeria,DZA,2020-06-14,10919
Algeria,DZA,2020-06-15,11031
Algeria,DZA,2020-06-16,11147
Algeria,DZA,2020-06-17,11268
Algeria,DZA,2020-06-18,11385
Algeria,DZA,2020-06-19,11504
Algeria,DZA,2020-06-20,11631
Algeria,DZA,2020-06-21,11771
Algeria,DZA,2020-06-22,11920
Algeria,DZA,2020-06-23,12076
Algeria,DZA,2020-06-24,12248
Algeria,DZA,2020-06-25,12445
Algeria,DZA,2020-06-26,12685
Algeria,DZA,2020-06-27,12968
Algeria,DZA,2020-06-28,13273
Algeria,DZA,2020-06-29,13571
Algeria,DZA,2020-06-30,13907
Algeria,DZA,2020-07-01,14272
Algeria,DZA,2020-07-02,14657
Algeria,DZA,2020-07-03,15070
Algeria,DZA,2020-07-04,15500
Algeria,DZA,2020-07-05,15941
Algeria,DZA,2020-07-06,16404
Algeria,DZA,2020-07-07,16879
Algeria,DZA,2020-07-08,17348
Algeria,DZA,2020-07-09,17808
Algeria,DZA,2020-07-10,18242
Algeria,DZA,2020-07-11,18712
Algeria,DZA,2020-07-12,19195
Algeria,DZA,2020-07-13,19689
Algeria,DZA,2020-07-14,20216
Algeria,DZA,2020-07-15,20770
Algeria,DZA,2020-07-16,21355
Algeria,DZA,2020-07-17,21948
Algeria,DZA,2020-07-18,22549
Algeria,DZA,2020-07-19,23084
Algeria,DZA,2020-07-20,23691
Algeria,DZA,2020-07-21,24278
Algeria,DZA,2020-07-22,24872
Algeria,DZA,2020-07-23,25484
Algeria,DZA,2020-07-24,26159
Algeria,DZA,2020-07-25,26764
Algeria,DZA,2020-07-26,27357
Algeria,DZA,2020-07-27,27973
Algeria,DZA,2020-07-28,28615
Algeria,DZA,2020-07-29,29229
Algeria,DZA,2020-07-30,29831
Algeria,DZA,2020-07-31,30394
Algeria,DZA,2020-08-01,30950
Algeria,DZA,2020-08-02,31465
Algeria,DZA,2020-08-03,31972
Algeria,DZA,2020-08-04,32504
Algeria,DZA,2020-08-05,33055
Algeria,DZA,2020-08-06,33626
Algeria,DZA,2020-08-07,34155
Algeria,DZA,2020-08-08,34693
Algeria,DZA,2020-08-09,35160
Algeria,DZA,2020-08-10,35712
Algeria,DZA,2020-08-11,36204
Algeria,DZA,2020-08-12,36699
Algeria,DZA,2020-08-13,37187
Algeria,DZA,2020-08-14,37664
Algeria,DZA,2020-08-15,38133
Algeria,DZA,2020-08-16,38583
Algeria,DZA,2020-08-17,39025
Algeria,DZA,2020-08-18,39444
Algeria,DZA,2020-08-19,39847
Algeria,DZA,2020-08-20,40258
Algeria,DZA,2020-08-21,40667
Algeria,DZA,2020-08-22,41068
Algeria,DZA,2020-08-23,41460
Algeria,DZA,2020-08-24,41858
Algeria,DZA,2020-08-25,42228
Algeria,DZA,2020-08-26,42619
Algeria,DZA,2020-08-27,43016
Algeria,DZA,2020-08-28,43403
Algeria,DZA,2020-08-29,43781
Algeria,DZA,2020-08-30,44146
Algeria,DZA,2020-08-31,44494
Algeria,DZA,2020-09-01,44833
Algeria,DZA,2020-09-02,45158
Algeria,DZA,2020-09-03,45469
Algeria,DZA,2020-09-04,45773
Algeria,DZA,2020-09-05,46071
Algeria,DZA,2020-09-06,46364
Algeria,DZA,2020-09-07,46653
Algeria,DZA,2020-09-08,46938
Algeria,DZA,2020-09-09,47216
Algeria,DZA,2020-09-10,47488
Algeria,DZA,2020-09-11,47752
Algeria,DZA,2020-09-12,48007
Algeria,DZA,2020-09-13,48254
Algeria,DZA,2020-09-14,48496
Algeria,DZA,2020-09-15,48734
Algeria,DZA,2020-09-16,48966
Algeria,DZA,2020-09-17,49194
Algeria,DZA,2020-09-18,49413
Algeria,DZA,2020-09-19,49623
Algeria,DZA,2020-09-20,49826
Algeria,DZA,2020-09-21,50023
Algeria,DZA,2020-09-22,50214
Algeria,DZA,2020-09-23,50400
Algeria,DZA,2020-09-24,50579
Algeria,DZA,2020-09-25,50754
Algeria,DZA,2020-09-26,50914
Algeria,DZA,2020-09-27,51067
Algeria,DZA,2020-09-28,51213
Algeria,DZA,2020-09-29,51368
Algeria,DZA,2020-09-30,51530
Algeria,DZA,2020-10-01,51690
Algeria,DZA,2020-10-02,51847
Algeria,DZA,2020-10-03,51995
Algeria,DZA,2020-10-04,52136
Algeria,DZA,2020-10-05,52270
Algeria,DZA,2020-10-06,52399
Algeria,DZA,2020-10-07,52520
Algeria,DZA,2020-10-08,52658
Algeria,DZA,2020-10-09,52804
Algeria,DZA,2020-10-10,52940
Algeria,DZA,2020-10-11,53072
Algeria,DZA,2020-10-12,53325
Algeria,DZA,2020-10-13,53399
Algeria,DZA,2020-10-14,53584
Algeria,DZA,2020-10-15,53777
Algeria,DZA,2020-10-16,53998
Algeria,DZA,2020-10-17,54203
Algeria,DZA,2020-10-18,54402
Algeria,DZA,2020-10-19,54616
Algeria,DZA,2020-10-20,54829
Algeria,DZA,2020-10-21,55081
Algeria,DZA,2020-10-22,55357
Algeria,DZA,2020-10-23,55630
Algeria,DZA,2020-10-24,55880
Algeria,DZA,2020-10-25,56143
Algeria,DZA,2020-10-26,56419
Algeria,DZA,2020-10-27,56706
Algeria,DZA,2020-10-28,57026
Algeria,DZA,2020-10-29,57332
Algeria,DZA,2020-10-30,57651
Algeria,DZA,2020-10-31,57942
Algeria,DZA,2020-11-01,58272
Algeria,DZA,2020-11-02,58574
Algeria,DZA,2020-11-03,58979
Algeria,DZA,2020-11-04,59527
Algeria,DZA,2020-11-05,60169
Algeria,DZA,2020-11-06,60800
Algeria,DZA,2020-11-07,61381
Algeria,DZA,2020-11-08,62051
Algeria,DZA,2020-11-09,62693
Algeria,DZA,2020-11-10,63446
Algeria,DZA,2020-11-11,64257
Algeria,DZA,2020-11-12,65108
Algeria,DZA,2020-11-13,65975
Algeria,DZA,2020-11-14,66819
Algeria,DZA,2020-11-15,67679
Algeria,DZA,2020-11-16,68589
Algeria,DZA,2020-11-17,69591
Algeria,DZA,2020-11-18,70629
Algeria,DZA,2020-11-19,71652
Algeria,DZA,2020-11-20,72755
Algeria,DZA,2020-11-21,73774
Algeria,DZA,2020-11-22,74862
Algeria,DZA,2020-11-23,75867
Algeria,DZA,2020-11-24,77000
Algeria,DZA,2020-11-25,78025
Algeria,DZA,2020-11-26,79110
Algeria,DZA,2020-11-27,80168
Algeria,DZA,2020-11-28,81212
Algeria,DZA,2020-11-29,82221
Algeria,DZA,2020-11-30,83199
Algeria,DZA,2020-12-01,84152
Algeria,DZA,2020-12-02,85084
Algeria,DZA,2020-12-03,85927
Algeria,DZA,2020-12-04,86730
Algeria,DZA,2020-12-05,87502
Algeria,DZA,2020-12-06,88252
Algeria,DZA,2020-12-07,88825
Algeria,DZA,2020-12-08,89416
Algeria,DZA,2020-12-09,90014
Algeria,DZA,2020-12-10,90579
Algeria,DZA,2020-12-11,91121
Algeria,DZA,2020-12-12,91638
Algeria,DZA,2020-12-13,92102
Algeria,DZA,2020-12-14,92597
Algeria,DZA,2020-12-15,93065
Algeria,DZA,2020-12-16,93507
Algeria,DZA,2020-12-17,93933
Algeria,DZA,2020-12-18,94371
Algeria,DZA,2020-12-19,94781
Algeria,DZA,2020-12-20,95203
Algeria,DZA,2020-12-21,95659
Algeria,DZA,2020-12-22,96069
Algeria,DZA,2020-12-23,96549
Algeria,DZA,2020-12-24,97007
Algeria,DZA,2020-12-25,97441
Algeria,DZA,2020-12-26,97857
Algeria,DZA,2020-12-27,98249
Algeria,DZA,2020-12-28,98631
Algeria,DZA,2020-12-29,98988
Algeria,DZA,2020-12-30,99311
Algeria,DZA,2020-12-31,99610
Algeria,DZA,2021-01-01,99897
Algeria,DZA,2021-01-02,100159
Algeria,DZA,2021-01-03,100408
Algeria,DZA,2021-01-04,100645
Algeria,DZA,2021-01-05,100873
Algeria,DZA,2021-01-06,101120
Algeria,DZA,2021-01-07,101382
Algeria,DZA,2021-01-08,101657
Algeria,DZA,2021-01-09,101913
Algeria,DZA,2021-01-10,102144
Algeria,DZA,2021-01-11,102369
Algeria,DZA,2021-01-12,102641
Algeria,DZA,2021-01-13,102860
Algeria,DZA,2021-01-14,103127
Algeria,DZA,2021-01-15,103381
Algeria,DZA,2021-01-16,103611
Algeria,DZA,2021-01-17,103833
Algeria,DZA,2021-01-18,104092
Algeria,DZA,2021-01-19,104341
Algeria,DZA,2021-01-20,104606
Algeria,DZA,2021-01-21,104852
Algeria,DZA,2021-01-22,105124
Algeria,DZA,2021-01-23,105369
Algeria,DZA,2021-01-24,105596
Algeria,DZA,2021-01-25,105854
Algeria,DZA,2021-01-26,106097
Algeria,DZA,2021-01-27,106359
Algeria,DZA,2021-01-28,106610
Algeria,DZA,2021-01-29,106887
Algeria,DZA,2021-01-30,107122
Algeria,DZA,2021-01-31,107339
Algeria,DZA,2021-02-01,107578
Algeria,DZA,2021-02-02,107841
Algeria,DZA,2021-02-03,108116
Algeria,DZA,2021-02-04,108381
Algeria,DZA,2021-02-05,108629
Algeria,DZA,2021-02-06,108629
Algeria,DZA,2021-02-07,109088
Algeria,DZA,2021-02-08,109313
Algeria,DZA,2021-02-09,109559
Algeria,DZA,2021-02-10,109782
Algeria,DZA,2021-02-11,110049
Algeria,DZA,2021-02-12,110303
Algeria,DZA,2021-02-13,110513
Algeria,DZA,2021-02-14,110711
Algeria,DZA,2021-02-15,110894
Algeria,DZA,2021-02-16,111069
Algeria,DZA,2021-02-17,111247
Algeria,DZA,2021-02-18,111418
Algeria,DZA,2021-02-19,111600
Algeria,DZA,2021-02-20,111764
Andorra,AND,2020-03-02,1
Andorra,AND,2020-03-03,1
Andorra,AND,2020-03-04,1
Andorra,AND,2020-03-05,1
Andorra,AND,2020-03-06,1
Andorra,AND,2020-03-07,1
Andorra,AND,2020-03-08,1
Andorra,AND,2020-03-09,1
Andorra,AND,2020-03-10,1
Andorra,AND,2020-03-11,1
Andorra,AND,2020-03-12,1
Andorra,AND,2020-03-13,1
Andorra,AND,2020-03-14,1
Andorra,AND,2020-03-15,1
Andorra,AND,2020-03-16,2
Andorra,AND,2020-03-17,39
Andorra,AND,2020-03-18,39
Andorra,AND,2020-03-19,53
Andorra,AND,2020-03-20,75
Andorra,AND,2020-03-21,88
Andorra,AND,2020-03-22,113
Andorra,AND,2020-03-23,133
Andorra,AND,2020-03-24,164
Andorra,AND,2020-03-25,188
Andorra,AND,2020-03-26,224
Andorra,AND,2020-03-27,267
Andorra,AND,2020-03-28,308
Andorra,AND,2020-03-29,334
Andorra,AND,2020-03-30,370
Andorra,AND,2020-03-31,376
Andorra,AND,2020-04-01,390
Andorra,AND,2020-04-02,428
Andorra,AND,2020-04-03,439
Andorra,AND,2020-04-04,466
Andorra,AND,2020-04-05,501
Andorra,AND,2020-04-06,525
Andorra,AND,2020-04-07,545
Andorra,AND,2020-04-08,564
Andorra,AND,2020-04-09,583
Andorra,AND,2020-04-10,601
Andorra,AND,2020-04-11,601
Andorra,AND,2020-04-12,638
Andorra,AND,2020-04-13,646
Andorra,AND,2020-04-14,659
Andorra,AND,2020-04-15,673
Andorra,AND,2020-04-16,673
Andorra,AND,2020-04-17,696
Andorra,AND,2020-04-18,704
Andorra,AND,2020-04-19,713
Andorra,AND,2020-04-20,717
Andorra,AND,2020-04-21,717
Andorra,AND,2020-04-22,723
Andorra,AND,2020-04-23,723
Andorra,AND,2020-04-24,731
Andorra,AND,2020-04-25,738
Andorra,AND,2020-04-26,738
Andorra,AND,2020-04-27,743
Andorra,AND,2020-04-28,743
Andorra,AND,2020-04-29,743
Andorra,AND,2020-04-30,745
Andorra,AND,2020-05-01,745
Andorra,AND,2020-05-02,747
Andorra,AND,2020-05-03,748
Andorra,AND,2020-05-04,750
Andorra,AND,2020-05-05,751
Andorra,AND,2020-05-06,751
Andorra,AND,2020-05-07,752
Andorra,AND,2020-05-08,752
Andorra,AND,2020-05-09,754
Andorra,AND,2020-05-10,755
Andorra,AND,2020-05-11,755
Andorra,AND,2020-05-12,758
Andorra,AND,2020-05-13,760
Andorra,AND,2020-05-14,761
Andorra,AND,2020-05-15,761
Andorra,AND,2020-05-16,761
Andorra,AND,2020-05-17,761
Andorra,AND,2020-05-18,761
Andorra,AND,2020-05-19,761
Andorra,AND,2020-05-20,762
Andorra,AND,2020-05-21,762
Andorra,AND,2020-05-22,762
Andorra,AND,2020-05-23,762
Andorra,AND,2020-05-24,762
Andorra,AND,2020-05-25,763
Andorra,AND,2020-05-26,763
Andorra,AND,2020-05-27,763
Andorra,AND,2020-05-28,763
Andorra,AND,2020-05-29,764
Andorra,AND,2020-05-30,764
